Column1,Column2
https://bblais.github.io/unbelievable-project-the-new-atheism-barry-duke-and-david-marshall-debate.html,https://bblais.github.io/posts/2013/Mar/13/unbelievable-project-the-new-atheism-barry-duke-and-david-marshall-debate
https://bblais.github.io/unbelievable-project-a-proxy-atheist-explains-why-he-cant-believe.html,https://bblais.github.io/posts/2013/Mar/15/unbelievable-project-a-proxy-atheist-explains-why-he-cant-believe
https://bblais.github.io/unbelievable-project-miracles-and-healing-is-it-evidence-for-the-truth-of-christianity.html,https://bblais.github.io/posts/2013/Mar/18/unbelievable-project-miracles-and-healing-is-it-evidence-for-the-truth-of-christianity
https://bblais.github.io/proof-that-god-exists.html,https://bblais.github.io/posts/2013/Mar/21/proof-that-god-exists
https://bblais.github.io/a-funny-little-probability-problem-4.html,https://bblais.github.io/posts/2013/Mar/23/a-funny-little-probability-problem-4
https://bblais.github.io/a-funny-little-probability-problem-4,https://bblais.github.io/posts/2013/Mar/23/a-funny-little-probability-problem-4
https://bblais.github.io/a-funny-little-probability-problem-correct.html,https://bblais.github.io/posts/2013/Mar/23/a-funny-little-probability-problem-correct
https://bblais.github.io/a-funny-little-probability-problem-correct,https://bblais.github.io/posts/2013/Mar/23/a-funny-little-probability-problem-correct
https://bblais.github.io/a-funny-little-probability-problem-some-closure.html,https://bblais.github.io/posts/2013/Mar/25/a-funny-little-probability-problem-some-closure
https://bblais.github.io/design-the-origin-of-life-and-creationism.html,https://bblais.github.io/posts/2013/May/06/design-the-origin-of-life-and-creationism
https://bblais.github.io/creationist-math.html,https://bblais.github.io/posts/2013/May/10/creationist-math
https://bblais.github.io/a-little-about-miracles.html,https://bblais.github.io/posts/2013/May/21/a-little-about-miracles
https://bblais.github.io/star-trek-and-storytelling.html,https://bblais.github.io/posts/2013/May/30/star-trek-and-storytelling
https://bblais.github.io/science-as-entertainment.html,https://bblais.github.io/posts/2013/Nov/12/science-as-entertainment
https://bblais.github.io/the-trinity-and-coherency.html,https://bblais.github.io/posts/2013/Nov/19/the-trinity-and-coherency
https://bblais.github.io/life-meaning-and-entropy.html,https://bblais.github.io/posts/2013/Nov/21/life-meaning-and-entropy
https://bblais.github.io/nobel-prize-the-higgs-and-predictions.html,https://bblais.github.io/posts/2013/Oct/09/nobel-prize-the-higgs-and-predictions
https://bblais.github.io/knowledge-faith-and-belief.html,https://bblais.github.io/posts/2013/Oct/24/knowledge-faith-and-belief
https://bblais.github.io/god-in-the-head.html,https://bblais.github.io/posts/2013/Sep/02/god-in-the-head
https://bblais.github.io/the-supernatural-and-the-history-of-cosmology.html,https://bblais.github.io/posts/2013/Sep/04/the-supernatural-and-the-history-of-cosmology
https://bblais.github.io/origins-of-religion-two-hypotheses.html,https://bblais.github.io/posts/2013/Sep/13/origins-of-religion-two-hypotheses
https://bblais.github.io/what-to-do-when-youre-not-an-expert.html,https://bblais.github.io/posts/2013/Sep/19/what-to-do-when-youre-not-an-expert
https://bblais.github.io/moocs-and-treadmills.html,https://bblais.github.io/posts/2013/Sep/25/moocs-and-treadmills
https://bblais.github.io/the-fallacy-of-all-natural.html,https://bblais.github.io/posts/2013/Sep/26/the-fallacy-of-all-natural
https://bblais.github.io/what-sane-climate-discussion-looks-like.html,https://bblais.github.io/posts/2014/Aug/05/what-sane-climate-discussion-looks-like
https://bblais.github.io/what-evidence-would-it-take.html,https://bblais.github.io/posts/2014/Aug/15/what-evidence-would-it-take
https://bblais.github.io/whats-the-harm-in-alternative-medicine.html,https://bblais.github.io/posts/2014/Aug/26/whats-the-harm-in-alternative-medicine
https://bblais.github.io/evolution-and-morality.html,https://bblais.github.io/posts/2014/Dec/02/evolution-and-morality
https://bblais.github.io/why-python-is-the-language-everyone-should-learn.html,https://bblais.github.io/posts/2014/Dec/15/why-python-is-the-language-everyone-should-learn
https://bblais.github.io/the-longest-night-ever.html,https://bblais.github.io/posts/2014/Dec/23/the-longest-night-ever
https://bblais.github.io/latex-vs-word.html,https://bblais.github.io/posts/2014/Dec/31/latex-vs-word
https://bblais.github.io/creationism-laid-bare.html,https://bblais.github.io/posts/2014/Feb/06/creationism-laid-bare
https://bblais.github.io/scientific-knowledge.html,https://bblais.github.io/posts/2014/Feb/12/scientific-knowledge
https://bblais.github.io/is-astrology-scientific.html,https://bblais.github.io/posts/2014/Feb/26/is-astrology-scientific
https://bblais.github.io/a-new-year-and-a-deepity.html,https://bblais.github.io/posts/2014/Jan/06/a-new-year-and-a-deepity
https://bblais.github.io/new-website.html,https://bblais.github.io/posts/2014/Jan/10/new-website
https://bblais.github.io/why-the-new-website.html,https://bblais.github.io/posts/2014/Jan/13/why-the-new-website
https://bblais.github.io/new-year-and-new-website.html,https://bblais.github.io/posts/2014/Jan/14/new-year-and-new-website
https://bblais.github.io/statistical-inference-for-everyone-book-announcement.html,https://bblais.github.io/posts/2014/Jan/14/statistical-inference-for-everyone-book-announcement
https://bblais.github.io/the-cover-art-for-statistical-inference-for-everyone-sie.html,https://bblais.github.io/posts/2014/Jan/15/the-cover-art-for-statistical-inference-for-everyone-sie
https://bblais.github.io/chess-morality-and-well-being.html,https://bblais.github.io/posts/2014/Jan/17/chess-morality-and-well-being
https://bblais.github.io/philosophy-and-science-whats-the-difference.html,https://bblais.github.io/posts/2014/Jan/21/philosophy-and-science-whats-the-difference
https://bblais.github.io/physics-and-the-flash-mind-reader.html,https://bblais.github.io/posts/2014/Jan/22/physics-and-the-flash-mind-reader
https://bblais.github.io/properly-basic-obscurantism.html,https://bblais.github.io/posts/2014/Jan/24/properly-basic-obscurantism
https://bblais.github.io/unbelievable-project-did-jesus-exist-bart-ehrman-qa-18-august-2012.html,https://bblais.github.io/posts/2014/Jan/25/unbelievable-project-did-jesus-exist-bart-ehrman-qa-18-august-2012
https://bblais.github.io/did-christians-steal-christmas-22-december-2007.html,https://bblais.github.io/posts/2014/Jan/29/did-christians-steal-christmas-22-december-2007
https://bblais.github.io/anyone-using-the-term-scientific-proof-doesnt-know-science.html,https://bblais.github.io/posts/2014/Jan/31/anyone-using-the-term-scientific-proof-doesnt-know-science
https://bblais.github.io/faith-trust-and-evidence.html,https://bblais.github.io/posts/2014/Jul/24/faith-trust-and-evidence
https://bblais.github.io/is-faith-the-same-as-trust-or-baseless-belief.html,https://bblais.github.io/posts/2014/Jul/28/is-faith-the-same-as-trust-or-baseless-belief
https://bblais.github.io/what-is-science.html,https://bblais.github.io/posts/2014/Jul/29/what-is-science
https://bblais.github.io/do-healing-miracles-happen.html,https://bblais.github.io/posts/2014/Jun/03/do-healing-miracles-happen
https://bblais.github.io/free-or-not-so-free-will.html,https://bblais.github.io/posts/2014/Jun/04/free-or-not-so-free-will
https://bblais.github.io/its-unreasonable-to-believe-some-true-things.html,https://bblais.github.io/posts/2014/Jun/06/its-unreasonable-to-believe-some-true-things
https://bblais.github.io/turing-test-passed.html,https://bblais.github.io/posts/2014/Jun/09/turing-test-passed
https://bblais.github.io/statistical-heresies-the-movie.html,https://bblais.github.io/posts/2014/Jun/11/statistical-heresies-the-movie
https://bblais.github.io/bayesian-vs-frequentist-perspectives.html,https://bblais.github.io/posts/2014/Jun/19/bayesian-vs-frequentist-perspectives
https://bblais.github.io/a-foreshadowing-of-the-end-of-the-world.html,https://bblais.github.io/posts/2014/Mar/10/a-foreshadowing-of-the-end-of-the-world
https://bblais.github.io/how-to-dodge-the-consequences-of-belief.html,https://bblais.github.io/posts/2014/Mar/13/how-to-dodge-the-consequences-of-belief
https://bblais.github.io/noah-and-the-flood-did-it-happen-16-february-2008.html,https://bblais.github.io/posts/2014/Mar/19/noah-and-the-flood-did-it-happen-16-february-2008
https://bblais.github.io/dualism-naturalism-and-other-isms.html,https://bblais.github.io/posts/2014/May/06/dualism-naturalism-and-other-isms
https://bblais.github.io/skeptics-vs-realists.html,https://bblais.github.io/posts/2014/May/08/skeptics-vs-realists
https://bblais.github.io/spurious-correlations.html,https://bblais.github.io/posts/2014/May/12/spurious-correlations
https://bblais.github.io/siblings-and-astronomy.html,https://bblais.github.io/posts/2014/May/14/siblings-and-astronomy
https://bblais.github.io/supporting-dualism.html,https://bblais.github.io/posts/2014/May/16/supporting-dualism
https://bblais.github.io/statistical-heresies.html,https://bblais.github.io/posts/2014/May/22/statistical-heresies
https://bblais.github.io/pennies.html,https://bblais.github.io/posts/2014/May/28/pennies
https://bblais.github.io/a-good-bet-lost.html,https://bblais.github.io/posts/2014/May/29/a-good-bet-lost
https://bblais.github.io/objective-morality.html,https://bblais.github.io/posts/2014/Nov/21/objective-morality
https://bblais.github.io/statistical-inference-for-everyone-sie.html,https://bblais.github.io/posts/2014/Nov/21/statistical-inference-for-everyone-sie
https://bblais.github.io/objective-morality-defined.html,https://bblais.github.io/posts/2014/Nov/25/objective-morality-defined
https://bblais.github.io/what-is-ai.html,https://bblais.github.io/posts/2014/Oct/14/what-is-ai
https://bblais.github.io/something-from-nothing.html,https://bblais.github.io/posts/2014/Oct/28/something-from-nothing
https://bblais.github.io/theism-vs-atheism.html,https://bblais.github.io/posts/2014/Sep/18/theism-vs-atheism
https://bblais.github.io/will-the-sun-rise-tomorrow.html,https://bblais.github.io/posts/2014/Sep/22/will-the-sun-rise-tomorrow
https://bblais.github.io/will-the-sun-rise-tomorrow.html,https://bblais.github.io/posts/2014/Sep/22/will-the-sun-rise-tomorrow
https://bblais.github.io/three-years-of-weather.html,https://bblais.github.io/posts/2014/Sep/23/three-years-of-weather
https://bblais.github.io/naturalism-of-the-gaps.html,https://bblais.github.io/posts/2014/Sep/30/naturalism-of-the-gaps
https://bblais.github.io/superseding-the-t-test.html,https://bblais.github.io/posts/2015/Apr/23/superseding-the-t-test
https://bblais.github.io/deduction-induction-and-abduction-oh-my.html,https://bblais.github.io/posts/2015/Aug/10/deduction-induction-and-abduction-oh-my
https://bblais.github.io/the-giunta-dillahunty-debate.html,https://bblais.github.io/posts/2015/Aug/23/the-giunta-dillahunty-debate
https://bblais.github.io/end-of-a-long-semester.html,https://bblais.github.io/posts/2015/Dec/21/end-of-a-long-semester
https://bblais.github.io/testing-the-supernatural.html,https://bblais.github.io/posts/2015/Feb/04/testing-the-supernatural
https://bblais.github.io/misquoting-hume.html,https://bblais.github.io/posts/2015/Feb/21/misquoting-hume
https://bblais.github.io/we-should-all-be-biased.html,https://bblais.github.io/posts/2015/Jan/05/we-should-all-be-biased
https://bblais.github.io/demo-vs-experiment.html,https://bblais.github.io/posts/2015/Jan/20/demo-vs-experiment
https://bblais.github.io/how-to-deflate-a-football-deflating-story.html,https://bblais.github.io/posts/2015/Jan/23/how-to-deflate-a-football-deflating-story
https://bblais.github.io/pluto-pluto-here-we-come.html,https://bblais.github.io/posts/2015/Jul/03/pluto-pluto-here-we-come
https://bblais.github.io/evidence-vs-argument.html,https://bblais.github.io/posts/2015/Jul/28/evidence-vs-argument
https://bblais.github.io/football-physics.html,https://bblais.github.io/posts/2015/Jun/24/football-physics
https://bblais.github.io/simple-questions-that-get-to-the-heart-of-the-matter.html,https://bblais.github.io/posts/2015/Mar/03/simple-questions-that-get-to-the-heart-of-the-matter
https://bblais.github.io/priors-vs-likelihoods.html,https://bblais.github.io/posts/2015/May/05/priors-vs-likelihoods
https://bblais.github.io/expressing-ignorance.html,https://bblais.github.io/posts/2015/May/09/expressing-ignorance
https://bblais.github.io/its-not-the-new-atheists-that-are-arrogant.html,https://bblais.github.io/posts/2015/May/12/its-not-the-new-atheists-that-are-arrogant
https://bblais.github.io/on-miracles.html,https://bblais.github.io/posts/2015/May/13/on-miracles
https://bblais.github.io/we-find-god-not-guilty-of-existing.html,https://bblais.github.io/posts/2015/May/18/we-find-god-not-guilty-of-existing
https://bblais.github.io/disagreeing-with-neil-degrasse-tyson.html,https://bblais.github.io/posts/2015/Oct/07/disagreeing-with-neil-degrasse-tyson
https://bblais.github.io/answering-unanswerable-questions.html,https://bblais.github.io/posts/2015/Sep/11/answering-unanswerable-questions
https://bblais.github.io/is-science-a-self-sealing-process.html,https://bblais.github.io/posts/2016/Aug/19/is-science-a-self-sealing-process
https://bblais.github.io/happy-new-year.html,https://bblais.github.io/posts/2016/Jan/01/happy-new-year
https://bblais.github.io/argument-is-not-evidence.html,https://bblais.github.io/posts/2016/Jan/02/argument-is-not-evidence
https://bblais.github.io/incompetence-or-nervousness.html,https://bblais.github.io/posts/2016/Jan/03/incompetence-or-nervousness
https://bblais.github.io/philosophy-and-science.html,https://bblais.github.io/posts/2016/Jan/11/philosophy-and-science
https://bblais.github.io/student-course-evaluations.html,https://bblais.github.io/posts/2016/Jan/15/student-course-evaluations
https://bblais.github.io/what-makes-an-explanation-bad.html,https://bblais.github.io/posts/2016/Jul/29/what-makes-an-explanation-bad
https://bblais.github.io/laplace-and-twins.html,https://bblais.github.io/posts/2016/Mar/28/laplace-and-twins
https://bblais.github.io/probability-does-extend-logic.html,https://bblais.github.io/posts/2016/Nov/17/probability-does-extend-logic
https://bblais.github.io/jaynes-vs-gelman.html,https://bblais.github.io/posts/2016/Nov/24/jaynes-vs-gelman
https://bblais.github.io/mapping-worldview-to-probability.html,https://bblais.github.io/posts/2016/Sep/06/mapping-worldview-to-probability
https://bblais.github.io/four-types-of-bayesian-frequentist-comparisons.html,https://bblais.github.io/posts/2017/Apr/10/four-types-of-bayesian-frequentist-comparisons
https://bblais.github.io/even-if-determinism-were-true-it-wouldnt-matter.html,https://bblais.github.io/posts/2017/Feb/03/even-if-determinism-were-true-it-wouldnt-matter
https://bblais.github.io/can-you-guess-my-sign.html,https://bblais.github.io/posts/2017/Feb/11/can-you-guess-my-sign
https://bblais.github.io/climate-change.html,https://bblais.github.io/posts/2017/Feb/17/climate-change
https://bblais.github.io/pascals-wager-again.html,https://bblais.github.io/posts/2017/Feb/24/pascals-wager-again
https://bblais.github.io/free-will-on-my-mind.html,https://bblais.github.io/posts/2017/Jan/27/free-will-on-my-mind
https://bblais.github.io/do-skeptics-underestimate-the-case-for-the-resurrection.html,https://bblais.github.io/posts/2017/Jun/07/do-skeptics-underestimate-the-case-for-the-resurrection
https://bblais.github.io/philosophy-of-science-and-the-burden-of-proof.html,https://bblais.github.io/posts/2017/Mar/03/philosophy-of-science-and-the-burden-of-proof
https://bblais.github.io/are-there-serious-problems-with-evolution.html,https://bblais.github.io/posts/2017/Mar/11/are-there-serious-problems-with-evolution
https://bblais.github.io/do-we-really-need-algebra-2-and-calculus.html,https://bblais.github.io/posts/2017/Mar/17/do-we-really-need-algebra-2-and-calculus
https://bblais.github.io/mind-reader-and-skepticism.html,https://bblais.github.io/posts/2017/Mar/24/mind-reader-and-skepticism
https://bblais.github.io/twitter-zombies-and-the-fate-of-the-world.html,https://bblais.github.io/posts/2017/Mar/31/twitter-zombies-and-the-fate-of-the-world
https://bblais.github.io/does-art-lead-math.html,https://bblais.github.io/posts/2017/May/05/does-art-lead-math
https://bblais.github.io/push-back-against-bayes.html,https://bblais.github.io/posts/2017/Oct/24/push-back-against-bayes
https://bblais.github.io/not-all-extraordinary-claims-are-equal.html,https://bblais.github.io/posts/2017/Sep/05/not-all-extraordinary-claims-are-equal
https://bblais.github.io/happy-groundhog-day.html,https://bblais.github.io/posts/2018/Feb/01/happy-groundhog-day
https://bblais.github.io/more-than-enough-time.html,https://bblais.github.io/posts/2018/Feb/02/more-than-enough-time
https://bblais.github.io/facts-are-not-enough.html,https://bblais.github.io/posts/2018/Feb/05/facts-are-not-enough
https://bblais.github.io/3-reasons-why-belief-in-god-makes-sense.html,https://bblais.github.io/posts/2018/Feb/06/3-reasons-why-belief-in-god-makes-sense
https://bblais.github.io/sea-slug-brains.html,https://bblais.github.io/posts/2018/Feb/07/sea-slug-brains
https://bblais.github.io/the-power-of-a-story.html,https://bblais.github.io/posts/2018/Feb/09/the-power-of-a-story
https://bblais.github.io/the-truth-of-a-story.html,https://bblais.github.io/posts/2018/Feb/12/the-truth-of-a-story
https://bblais.github.io/getting-the-definitions-right.html,https://bblais.github.io/posts/2018/Feb/18/getting-the-definitions-right
https://bblais.github.io/physics-lab-ideas-structure-or-no.html,https://bblais.github.io/posts/2018/Feb/26/physics-lab-ideas-structure-or-no
https://bblais.github.io/happy-new-year-again.html,https://bblais.github.io/posts/2018/Jan/08/happy-new-year-again
https://bblais.github.io/where-probabilities-and-theology-meet.html,https://bblais.github.io/posts/2018/Jan/09/where-probabilities-and-theology-meet
https://bblais.github.io/art-scientific-reductionism-and-the-new-neuroscience.html,https://bblais.github.io/posts/2018/Jan/10/art-scientific-reductionism-and-the-new-neuroscience
https://bblais.github.io/im-not-a-denier-im-a-skeptic.html,https://bblais.github.io/posts/2018/Jan/11/im-not-a-denier-im-a-skeptic
https://bblais.github.io/how-to-be-productive-part-1-apps.html,https://bblais.github.io/posts/2018/Jan/15/how-to-be-productive-part-1-apps
https://bblais.github.io/how-to-be-productive-part-2-methods.html,https://bblais.github.io/posts/2018/Jan/16/how-to-be-productive-part-2-methods
https://bblais.github.io/lessons-from-jon-acuffs-book-finish.html,https://bblais.github.io/posts/2018/Jan/17/lessons-from-jon-acuffs-book-finish
https://bblais.github.io/naturalism-defined.html,https://bblais.github.io/posts/2018/Jan/22/naturalism-defined
https://bblais.github.io/cool-theorem-angle-bisector.html,https://bblais.github.io/posts/2018/Jan/29/cool-theorem-angle-bisector
https://bblais.github.io/matter-energy-and-the-spirit.html,https://bblais.github.io/posts/2018/Jan/31/matter-energy-and-the-spirit
https://bblais.github.io/10-dogmas-of-science-dismantled.html,https://bblais.github.io/posts/2018/Jun/18/10-dogmas-of-science-dismantled
https://bblais.github.io/top-reasons-for-belief.html,https://bblais.github.io/posts/2018/Mar/05/top-reasons-for-belief
https://bblais.github.io/life-from-non-life-and-other-conundrums.html,https://bblais.github.io/posts/2018/Mar/06/life-from-non-life-and-other-conundrums
https://bblais.github.io/your-lack-of-imagination-can-kill-you.html,https://bblais.github.io/posts/2018/Mar/07/your-lack-of-imagination-can-kill-you
https://bblais.github.io/exploring-the-idea-of-scrum.html,https://bblais.github.io/posts/2018/May/18/exploring-the-idea-of-scrum
https://bblais.github.io/a-cookbook-response-to-jordan-peterson.html,https://bblais.github.io/posts/2018/May/22/a-cookbook-response-to-jordan-peterson
https://bblais.github.io/there-is-more-than-enough-time.html,https://bblais.github.io/posts/2018/May/24/there-is-more-than-enough-time